epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
193,45342.1,0.79463,0.64664,1.21437,0.9268,0.81241,0.90179,0.73306,0.69741,0.51387,1.07872,0.003664,0.003664,0.003664
194,45524.9,0.79852,0.65461,1.21317,0.92396,0.81448,0.90162,0.73372,0.69676,0.51096,1.07742,0.003631,0.003631,0.003631
195,45709.9,0.79534,0.66187,1.21419,0.92455,0.81448,0.90271,0.73489,0.69469,0.50989,1.07618,0.003598,0.003598,0.003598
196,45890.6,0.78744,0.64346,1.20519,0.92465,0.81244,0.90325,0.73473,0.69434,0.50861,1.07552,0.003565,0.003565,0.003565
197,46080.5,0.79713,0.65302,1.20762,0.92462,0.8121,0.90344,0.73618,0.69259,0.50787,1.07448,0.003532,0.003532,0.003532
198,46265.7,0.78202,0.63689,1.20169,0.92184,0.81448,0.90322,0.73691,0.69178,0.50762,1.0735,0.003499,0.003499,0.003499
199,46443,0.77167,0.63642,1.18899,0.922,0.81521,0.90252,0.73742,0.69045,0.50535,1.07245,0.003466,0.003466,0.003466
200,46616.6,0.77609,0.63811,1.2005,0.92332,0.8138,0.90328,0.73804,0.68971,0.5038,1.07164,0.003433,0.003433,0.003433
201,46794.5,0.78052,0.65259,1.20138,0.92337,0.81448,0.90354,0.73783,0.68877,0.50325,1.07043,0.0034,0.0034,0.0034
202,46975.5,0.783,0.64146,1.20728,0.92499,0.81517,0.90401,0.73771,0.68808,0.50303,1.06986,0.003367,0.003367,0.003367
203,47156.4,0.78087,0.64486,1.20314,0.92588,0.81448,0.90394,0.7379,0.68788,0.50289,1.06927,0.003334,0.003334,0.003334
204,47338.8,0.77692,0.62756,1.19627,0.92749,0.81379,0.90506,0.73926,0.68771,0.50361,1.06922,0.003301,0.003301,0.003301
205,47523.1,0.77193,0.62965,1.19313,0.92634,0.81532,0.90544,0.73948,0.68786,0.50173,1.06895,0.003268,0.003268,0.003268
206,47704.5,0.77309,0.62418,1.19385,0.92986,0.81369,0.9057,0.73988,0.6871,0.50154,1.06876,0.003235,0.003235,0.003235
207,47885.3,0.76872,0.62102,1.18679,0.93127,0.81295,0.90609,0.74039,0.6863,0.49948,1.0686,0.003202,0.003202,0.003202
208,48069.1,0.77009,0.61747,1.18687,0.9295,0.81586,0.90736,0.74186,0.68519,0.49803,1.06736,0.003169,0.003169,0.003169
209,48251.7,0.7666,0.62361,1.1969,0.93236,0.81751,0.90696,0.7416,0.68356,0.49716,1.06582,0.003136,0.003136,0.003136
210,48438.7,0.76836,0.6224,1.19498,0.93178,0.81655,0.90784,0.74137,0.68257,0.49742,1.06502,0.003103,0.003103,0.003103
211,48618,0.76719,0.62489,1.19208,0.93064,0.81862,0.90814,0.74239,0.68202,0.49649,1.06432,0.00307,0.00307,0.00307
212,48807.2,0.77468,0.62726,1.19892,0.92992,0.81655,0.90877,0.7437,0.68082,0.49513,1.06343,0.003037,0.003037,0.003037
213,48993.1,0.76086,0.62196,1.1903,0.93018,0.81775,0.90917,0.74358,0.68005,0.49442,1.06266,0.003004,0.003004,0.003004
214,49174.3,0.75674,0.61654,1.18674,0.92894,0.82041,0.90933,0.7437,0.67955,0.49306,1.06176,0.002971,0.002971,0.002971
215,49356.4,0.74708,0.60184,1.17996,0.92857,0.82138,0.90919,0.74422,0.6785,0.49237,1.06054,0.002938,0.002938,0.002938
216,49539.6,0.76131,0.60244,1.18379,0.92415,0.82351,0.9094,0.74464,0.67762,0.49145,1.05998,0.002905,0.002905,0.002905
217,49718.5,0.74448,0.59592,1.17583,0.92708,0.82418,0.90979,0.7446,0.67748,0.48998,1.05934,0.002872,0.002872,0.002872
218,49903,0.75744,0.60891,1.18457,0.9282,0.82483,0.91003,0.74492,0.67698,0.48995,1.05872,0.002839,0.002839,0.002839
219,50082.2,0.7469,0.60449,1.1758,0.92788,0.82552,0.91059,0.74567,0.67602,0.48876,1.05805,0.002806,0.002806,0.002806
220,50263.1,0.75319,0.60409,1.18434,0.92663,0.82759,0.91085,0.74591,0.67507,0.48816,1.05734,0.002773,0.002773,0.002773
221,50444.7,0.74881,0.59088,1.17216,0.92531,0.82879,0.91092,0.74589,0.67417,0.48722,1.05668,0.00274,0.00274,0.00274
222,50621,0.74315,0.59564,1.16944,0.92432,0.82897,0.91095,0.74578,0.67375,0.48639,1.05656,0.002707,0.002707,0.002707
223,50809,0.74455,0.5985,1.17322,0.92594,0.82966,0.9109,0.74721,0.67333,0.48595,1.05584,0.002674,0.002674,0.002674
224,50998,0.73606,0.59305,1.16522,0.92388,0.83103,0.91029,0.74755,0.67339,0.48601,1.05563,0.002641,0.002641,0.002641
225,51183,0.73853,0.59101,1.1698,0.92435,0.83103,0.91048,0.74783,0.67301,0.48538,1.05526,0.002608,0.002608,0.002608
226,51363.9,0.74227,0.59793,1.17315,0.92482,0.83146,0.91107,0.74737,0.67291,0.48514,1.05508,0.002575,0.002575,0.002575
227,51541.9,0.7444,0.59215,1.17258,0.92465,0.82936,0.91134,0.74745,0.67222,0.48459,1.05479,0.002542,0.002542,0.002542
228,51726.2,0.72901,0.58188,1.1621,0.92448,0.83034,0.91148,0.74814,0.67188,0.48383,1.05426,0.002509,0.002509,0.002509
229,51925,0.74096,0.5928,1.17564,0.92868,0.83034,0.91153,0.74839,0.67106,0.48248,1.0536,0.002476,0.002476,0.002476
230,52113.2,0.7385,0.59431,1.17176,0.92368,0.83241,0.91154,0.74883,0.67119,0.48255,1.05362,0.002443,0.002443,0.002443
231,52295.9,0.72447,0.57764,1.16062,0.92351,0.83448,0.91179,0.7494,0.67097,0.4824,1.05339,0.00241,0.00241,0.00241
232,52481.6,0.73898,0.59368,1.16725,0.92227,0.83463,0.91198,0.74915,0.6705,0.48275,1.05308,0.002377,0.002377,0.002377
233,52663.2,0.73136,0.57758,1.15845,0.92175,0.8367,0.91214,0.74968,0.67039,0.48251,1.05265,0.002344,0.002344,0.002344
234,52847.8,0.7291,0.57093,1.15971,0.92332,0.83517,0.9125,0.75029,0.66993,0.48188,1.05233,0.002311,0.002311,0.002311
235,53029.8,0.72631,0.57713,1.16588,0.9276,0.83055,0.91274,0.75098,0.67006,0.48126,1.05201,0.002278,0.002278,0.002278
236,53209.4,0.71943,0.56631,1.15826,0.92518,0.83586,0.91269,0.75004,0.66983,0.48125,1.05172,0.002245,0.002245,0.002245
237,53392.6,0.72331,0.56945,1.15258,0.92262,0.83872,0.91254,0.75065,0.66987,0.48081,1.0518,0.002212,0.002212,0.002212
238,53575.1,0.71791,0.56412,1.15669,0.92471,0.83862,0.91323,0.75084,0.6695,0.48054,1.05197,0.002179,0.002179,0.002179
239,53756,0.70953,0.5627,1.1461,0.92776,0.83251,0.91304,0.75121,0.66988,0.47976,1.05185,0.002146,0.002146,0.002146
240,53938.3,0.71541,0.55978,1.15689,0.92854,0.83339,0.91307,0.75179,0.6695,0.4784,1.05144,0.002113,0.002113,0.002113
241,54120.4,0.71362,0.55932,1.14863,0.92855,0.83358,0.91367,0.75229,0.6688,0.47819,1.051,0.00208,0.00208,0.00208
242,54302.4,0.71207,0.55981,1.15018,0.93464,0.82828,0.91373,0.75197,0.66841,0.47754,1.05068,0.002047,0.002047,0.002047
243,54481.8,0.70673,0.56132,1.14403,0.93465,0.82828,0.91356,0.75312,0.66835,0.47698,1.05031,0.002014,0.002014,0.002014
244,54665.9,0.70923,0.55408,1.14917,0.93343,0.82828,0.91367,0.7538,0.66772,0.47637,1.04995,0.001981,0.001981,0.001981
245,54849,0.71283,0.55192,1.15489,0.93393,0.82828,0.91365,0.75394,0.6674,0.47546,1.04976,0.001948,0.001948,0.001948
246,55030.8,0.70704,0.55655,1.14658,0.93646,0.8269,0.91374,0.75424,0.66723,0.47479,1.0499,0.001915,0.001915,0.001915
247,55214.1,0.70756,0.55889,1.14451,0.936,0.82702,0.91392,0.75444,0.66696,0.47426,1.04964,0.001882,0.001882,0.001882
248,55395.9,0.7052,0.5542,1.14453,0.93669,0.82643,0.91406,0.75467,0.66677,0.47346,1.04969,0.001849,0.001849,0.001849
249,55577.2,0.70636,0.55963,1.14221,0.93652,0.82759,0.91387,0.75497,0.66674,0.47317,1.04915,0.001816,0.001816,0.001816
250,55757.7,0.71065,0.56195,1.15342,0.93673,0.82712,0.91423,0.75494,0.66637,0.47271,1.04892,0.001783,0.001783,0.001783
251,55938.2,0.69337,0.54876,1.13759,0.93719,0.82621,0.9143,0.75538,0.66627,0.47225,1.04875,0.00175,0.00175,0.00175
252,56122.2,0.68844,0.54546,1.13483,0.93649,0.82966,0.91431,0.75544,0.66589,0.47157,1.04821,0.001717,0.001717,0.001717
253,56305.3,0.69627,0.54299,1.13776,0.93472,0.82949,0.9144,0.75524,0.66547,0.47091,1.04796,0.001684,0.001684,0.001684
254,56484.5,0.70021,0.5508,1.14689,0.93487,0.82897,0.91452,0.75562,0.66524,0.47002,1.04821,0.001651,0.001651,0.001651
255,56668.7,0.69707,0.54207,1.13844,0.93491,0.82897,0.91456,0.75557,0.66497,0.46982,1.04798,0.001618,0.001618,0.001618
256,56849.5,0.69706,0.5456,1.14089,0.93415,0.83165,0.91456,0.75549,0.66459,0.46931,1.04765,0.001585,0.001585,0.001585
257,57028.4,0.6929,0.54213,1.13506,0.93352,0.83172,0.91483,0.75587,0.66357,0.46938,1.04658,0.001552,0.001552,0.001552
258,57214.1,0.68528,0.53007,1.12769,0.93685,0.8287,0.91486,0.75603,0.66365,0.46871,1.04632,0.001519,0.001519,0.001519
259,57394.3,0.676,0.52537,1.12338,0.93572,0.82966,0.91521,0.75655,0.66356,0.46744,1.04643,0.001486,0.001486,0.001486
260,57578.2,0.68178,0.52527,1.1253,0.93298,0.83103,0.91535,0.75687,0.66327,0.4671,1.04619,0.001453,0.001453,0.001453
261,57762.2,0.68836,0.53524,1.13693,0.92879,0.83658,0.91539,0.75752,0.66274,0.46612,1.04581,0.00142,0.00142,0.00142
262,57944.8,0.68363,0.53107,1.13263,0.9282,0.83862,0.91547,0.75691,0.66261,0.46683,1.04561,0.001387,0.001387,0.001387
263,58126.1,0.68402,0.53242,1.13523,0.92893,0.83862,0.91553,0.75675,0.66236,0.46572,1.04525,0.001354,0.001354,0.001354
264,58310.4,0.68067,0.52336,1.13344,0.92961,0.83792,0.91578,0.75667,0.66225,0.46509,1.04507,0.001321,0.001321,0.001321
265,58497.2,0.67821,0.52487,1.13015,0.93019,0.83586,0.91584,0.7565,0.66206,0.46474,1.04464,0.001288,0.001288,0.001288
266,58682,0.67309,0.53113,1.12852,0.93158,0.83575,0.91585,0.75707,0.66194,0.46439,1.04469,0.001255,0.001255,0.001255
267,58865.2,0.67724,0.5317,1.12957,0.93086,0.83572,0.91556,0.75726,0.66148,0.46443,1.04482,0.001222,0.001222,0.001222
268,59048.4,0.67804,0.53116,1.13376,0.93086,0.8357,0.91588,0.75711,0.6615,0.46371,1.04481,0.001189,0.001189,0.001189
269,59231.1,0.68412,0.52904,1.13089,0.93393,0.83517,0.91594,0.75786,0.66133,0.46334,1.04448,0.001156,0.001156,0.001156
270,59415.2,0.6677,0.51416,1.11889,0.93377,0.83517,0.91576,0.75698,0.66115,0.46285,1.0443,0.001123,0.001123,0.001123
271,59600.9,0.66845,0.51986,1.12462,0.93353,0.83517,0.91591,0.75702,0.66059,0.46249,1.04389,0.00109,0.00109,0.00109
272,59782.1,0.6668,0.51273,1.11929,0.93299,0.8354,0.91586,0.75809,0.66068,0.46237,1.04404,0.001057,0.001057,0.001057
273,59965.2,0.66905,0.51458,1.11855,0.93306,0.83632,0.91608,0.75741,0.66046,0.46232,1.04392,0.001024,0.001024,0.001024
274,60146.5,0.66334,0.51894,1.11796,0.93532,0.83517,0.9163,0.75898,0.66034,0.46197,1.04368,0.000991,0.000991,0.000991
275,60324.6,0.67286,0.51777,1.1231,0.9333,0.83586,0.91635,0.75894,0.66025,0.46171,1.04359,0.000958,0.000958,0.000958
276,60504.4,0.66472,0.51844,1.11885,0.93483,0.83655,0.91646,0.75885,0.66011,0.46202,1.04358,0.000925,0.000925,0.000925
277,60691.7,0.65837,0.50142,1.11287,0.93305,0.83931,0.91632,0.75888,0.6597,0.46126,1.04321,0.000892,0.000892,0.000892
278,60883.7,0.65419,0.50217,1.11261,0.93289,0.83931,0.91641,0.75914,0.65962,0.46107,1.04306,0.000859,0.000859,0.000859
279,61076.6,0.65765,0.50923,1.11908,0.93342,0.84116,0.91643,0.75913,0.65942,0.46089,1.04285,0.000826,0.000826,0.000826
280,61272.2,0.65094,0.50452,1.11549,0.93418,0.84185,0.91651,0.7593,0.65931,0.46094,1.04277,0.000793,0.000793,0.000793
281,61466.4,0.6529,0.50409,1.11076,0.93418,0.84176,0.91668,0.75951,0.659,0.46046,1.04241,0.00076,0.00076,0.00076
282,61660.4,0.64482,0.50318,1.11057,0.93423,0.84251,0.91671,0.75982,0.65888,0.45982,1.04218,0.000727,0.000727,0.000727
283,61852.2,0.65441,0.50381,1.1114,0.9351,0.84276,0.91686,0.75965,0.65894,0.45956,1.0421,0.000694,0.000694,0.000694
284,62044.5,0.64207,0.489,1.11288,0.93565,0.84226,0.91688,0.75963,0.65847,0.45949,1.0419,0.000661,0.000661,0.000661
285,62239.8,0.63825,0.494,1.11022,0.93565,0.84226,0.91684,0.76064,0.65838,0.45883,1.04158,0.000628,0.000628,0.000628
286,62435.1,0.6524,0.5067,1.1105,0.93494,0.84242,0.91677,0.76124,0.65807,0.45822,1.04126,0.000595,0.000595,0.000595
287,62629.5,0.64884,0.50652,1.10874,0.93533,0.84276,0.91685,0.76107,0.65779,0.45792,1.0412,0.000562,0.000562,0.000562
288,62829.9,0.63638,0.48482,1.10364,0.93732,0.84276,0.91691,0.76095,0.65714,0.45757,1.04073,0.000529,0.000529,0.000529
289,63011.6,0.64347,0.49475,1.10126,0.93776,0.84169,0.91706,0.76132,0.65685,0.45711,1.04057,0.000496,0.000496,0.000496
290,63193.8,0.64505,0.49723,1.11457,0.93845,0.84122,0.91704,0.76099,0.65678,0.45672,1.0405,0.000463,0.000463,0.000463
291,63409.1,0.61361,0.37907,1.08507,0.93774,0.84143,0.9172,0.76104,0.65687,0.45681,1.04032,0.00043,0.00043,0.00043
292,63600.2,0.58554,0.35166,1.06298,0.93778,0.84191,0.91723,0.76065,0.6568,0.45631,1.04018,0.000397,0.000397,0.000397
293,63784.7,0.58772,0.34306,1.05905,0.93708,0.84219,0.91726,0.76113,0.65672,0.45571,1.04001,0.000364,0.000364,0.000364
294,63971.6,0.57815,0.34069,1.05749,0.9378,0.84228,0.91746,0.76156,0.65679,0.45517,1.03986,0.000331,0.000331,0.000331
295,64154.6,0.57887,0.34091,1.05461,0.93766,0.84345,0.91741,0.7617,0.65628,0.45499,1.0397,0.000298,0.000298,0.000298
296,64341,0.56663,0.32796,1.04233,0.93772,0.84112,0.91751,0.76187,0.65647,0.45413,1.0396,0.000265,0.000265,0.000265
297,64529.6,0.57731,0.33659,1.05407,0.93772,0.84111,0.91763,0.76206,0.65626,0.45432,1.03956,0.000232,0.000232,0.000232
298,64713.2,0.57352,0.33492,1.04715,0.93781,0.84235,0.91767,0.76204,0.65623,0.45407,1.03948,0.000199,0.000199,0.000199
299,64897.2,0.56181,0.33046,1.03597,0.93779,0.84209,0.91784,0.76245,0.6563,0.45364,1.03959,0.000166,0.000166,0.000166
300,65083.8,0.56332,0.32769,1.04279,0.9354,0.84345,0.91799,0.76289,0.65579,0.4531,1.0393,0.000133,0.000133,0.000133
